"Johnson, Kansas, US",6127,6228,1.65
"Sedgwick, Kansas, US",5141,5213,1.40
"Wyandotte, Kansas, US",5087,5137,0.98
"Ford, Kansas, US",2093,2106,0.62
"Finney, Kansas, US",1798,1801,0.17
"Shawnee, Kansas, US",1682,1712,1.78
"Leavenworth, Kansas, US",1503,1519,1.06
"Seward, Kansas, US",1252,1257,0.40
"Douglas, Kansas, US",783,812,3.70
"Lyon, Kansas, US",731,734,0.41
"Riley, Kansas, US",489,495,1.23
"Reno, Kansas, US",397,408,2.77
"Crawford, Kansas, US",389,395,1.54
"Saline, Kansas, US",389,399,2.57
"Butler, Kansas, US",290,306,5.52
"Harvey, Kansas, US",211,216,2.37
"Franklin, Kansas, US",210,224,6.67
"Cowley, Kansas, US",178,182,2.25
"Montgomery, Kansas, US",177,183,3.39
"Jackson, Kansas, US",163,163,0.00
"Barton, Kansas, US",157,165,5.10
"Geary, Kansas, US",157,165,5.10
"Cherokee, Kansas, US",152,152,0.00
"McPherson, Kansas, US",151,151,0.00
"Miami, Kansas, US",150,150,0.00
"Labette, Kansas, US",148,153,3.38
"Ellis, Kansas, US",145,150,3.45
"Grant, Kansas, US",120,120,0.00
"Pottawatomie, Kansas, US",109,111,1.83
"Sumner, Kansas, US",101,104,2.97
"Gray, Kansas, US",87,87,0.00
"Jefferson, Kansas, US",85,88,3.53
"Atchison, Kansas, US",82,99,20.73
"Bourbon, Kansas, US",79,79,0.00
"Coffey, Kansas, US",68,68,0.00
"Neosho, Kansas, US",66,66,0.00
"Kearny, Kansas, US",63,66,4.76
"Meade, Kansas, US",52,52,0.00
"Phillips, Kansas, US",51,51,0.00
"Dickinson, Kansas, US",50,50,0.00
"Nemaha, Kansas, US",49,50,2.04
"Chase, Kansas, US",48,48,0.00
"Doniphan, Kansas, US",48,48,0.00
"Marion, Kansas, US",48,48,0.00
"Osage, Kansas, US",46,46,0.00
"Stevens, Kansas, US",46,46,0.00
"Clark, Kansas, US",44,44,0.00
"Haskell, Kansas, US",44,44,0.00
"Thomas, Kansas, US",44,45,2.27
"Linn, Kansas, US",43,46,6.98
"Wabaunsee, Kansas, US",43,43,0.00
"Scott, Kansas, US",42,54,28.57
"Brown, Kansas, US",41,53,29.27
"Cloud, Kansas, US",40,41,2.50
"Hamilton, Kansas, US",39,39,0.00
"Rice, Kansas, US",39,39,0.00
"Ottawa, Kansas, US",35,37,5.71
"Pratt, Kansas, US",35,35,0.00
"Republic, Kansas, US",32,32,0.00
"Anderson, Kansas, US",31,31,0.00
"Mitchell, Kansas, US",28,28,0.00
"Greenwood, Kansas, US",23,23,0.00
"Norton, Kansas, US",23,23,0.00
"Ellsworth, Kansas, US",21,21,0.00
"Allen, Kansas, US",20,20,0.00
"Clay, Kansas, US",20,20,0.00
"Kingman, Kansas, US",20,24,20.00
"Stanton, Kansas, US",20,20,0.00
"Rooks, Kansas, US",18,18,0.00
"Graham, Kansas, US",17,17,0.00
"Russell, Kansas, US",16,16,0.00
"Sherman, Kansas, US",16,17,6.25
"Marshall, Kansas, US",15,15,0.00
"Harper, Kansas, US",14,16,14.29
"Morris, Kansas, US",13,12,-7.69
"Jewell, Kansas, US",12,13,8.33
"Woodson, Kansas, US",12,12,0.00
"Hodgeman, Kansas, US",11,11,0.00
"Wilson, Kansas, US",11,11,0.00
"Edwards, Kansas, US",10,12,20.00
"Rush, Kansas, US",10,10,0.00
"Morton, Kansas, US",9,9,0.00
"Kiowa, Kansas, US",8,8,0.00
"Pawnee, Kansas, US",8,60,650.00
"Comanche, Kansas, US",7,9,28.57
"Sheridan, Kansas, US",7,7,0.00
"Chautauqua, Kansas, US",6,6,0.00
"Gove, Kansas, US",6,6,0.00
"Lincoln, Kansas, US",6,6,0.00
"Ness, Kansas, US",6,6,0.00
"Stafford, Kansas, US",6,7,16.67
"Trego, Kansas, US",6,7,16.67
"Decatur, Kansas, US",5,5,0.00
"Lane, Kansas, US",5,6,20.00
"Barber, Kansas, US",4,4,0.00
"Cheyenne, Kansas, US",4,5,25.00
"Greeley, Kansas, US",4,4,0.00
"Osborne, Kansas, US",4,4,0.00
"Wichita, Kansas, US",4,4,0.00
"Smith, Kansas, US",3,3,0.00
"Logan, Kansas, US",2,2,0.00
"Elk, Kansas, US",1,1,0.00
"Washington, Kansas, US",1,1,0.00
"Out of KS, Kansas, US",0,0,0.00
"Rawlins, Kansas, US",0,0,0.00
"Wallace, Kansas, US",0,0,0.00
